,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
487,0,1,1,58.0,0,0,29.7,B37,0
488,0,3,1,30.0,0,0,8.05,B96 B98,2
489,1,3,1,9.0,1,1,15.9,B96 B98,2
490,0,3,1,29.69911764705882,1,0,19.9667,B96 B98,2
491,0,3,1,21.0,0,0,7.25,B96 B98,2
492,0,1,1,55.0,0,0,30.5,C30,2
493,0,1,1,71.0,0,0,49.5042,B96 B98,0
494,0,3,1,21.0,0,0,8.05,B96 B98,2
495,0,3,1,29.69911764705882,0,0,14.4583,B96 B98,0
496,1,1,0,54.0,1,0,78.2667,D20,0
497,0,3,1,29.69911764705882,0,0,15.1,B96 B98,2
498,0,1,0,25.0,1,2,151.55,C22 C26,2
499,0,3,1,24.0,0,0,7.7958,B96 B98,2
500,0,3,1,17.0,0,0,8.6625,B96 B98,2
501,0,3,0,21.0,0,0,7.75,B96 B98,1
502,0,3,0,29.69911764705882,0,0,7.6292,B96 B98,1
503,0,3,0,37.0,0,0,9.5875,B96 B98,2
504,1,1,0,16.0,0,0,86.5,B79,2
505,0,1,1,18.0,1,0,108.9,C65,0
506,1,2,0,33.0,0,2,26.0,B96 B98,2
507,1,1,1,29.69911764705882,0,0,26.55,B96 B98,2
508,0,3,1,28.0,0,0,22.525,B96 B98,2
509,1,3,1,26.0,0,0,56.4958,B96 B98,2
510,1,3,1,29.0,0,0,7.75,B96 B98,1
511,0,3,1,29.69911764705882,0,0,8.05,B96 B98,2
512,1,1,1,36.0,0,0,26.2875,E25,2
513,1,1,0,54.0,1,0,59.4,B96 B98,0
514,0,3,1,24.0,0,0,7.4958,B96 B98,2
515,0,1,1,47.0,0,0,34.0208,D46,2
516,1,2,0,34.0,0,0,10.5,F33,2
517,0,3,1,29.69911764705882,0,0,24.15,B96 B98,1
518,1,2,0,36.0,1,0,26.0,B96 B98,2
519,0,3,1,32.0,0,0,7.8958,B96 B98,2
520,1,1,0,30.0,0,0,93.5,B73,2
521,0,3,1,22.0,0,0,7.8958,B96 B98,2
522,0,3,1,29.69911764705882,0,0,7.225,B96 B98,0
523,1,1,0,44.0,0,1,57.9792,B18,0
524,0,3,1,29.69911764705882,0,0,7.2292,B96 B98,0
525,0,3,1,40.5,0,0,7.75,B96 B98,1
526,1,2,0,50.0,0,0,10.5,B96 B98,2
527,0,1,1,29.69911764705882,0,0,221.7792,C95,2
528,0,3,1,39.0,0,0,7.925,B96 B98,2
529,0,2,1,23.0,2,1,11.5,B96 B98,2
530,1,2,0,2.0,1,1,26.0,B96 B98,2
531,0,3,1,29.69911764705882,0,0,7.2292,B96 B98,0
532,0,3,1,17.0,1,1,7.2292,B96 B98,0
533,1,3,0,29.69911764705882,0,2,22.3583,B96 B98,0
534,0,3,0,30.0,0,0,8.6625,B96 B98,2
535,1,2,0,7.0,0,2,26.25,B96 B98,2
536,0,1,1,45.0,0,0,26.55,B38,2
537,1,1,0,30.0,0,0,106.425,B96 B98,0
538,0,3,1,29.69911764705882,0,0,14.5,B96 B98,2
539,1,1,0,22.0,0,2,49.5,B39,0
540,1,1,0,36.0,0,2,71.0,B22,2
541,0,3,0,9.0,4,2,31.275,B96 B98,2
542,0,3,0,11.0,4,2,31.275,B96 B98,2
543,1,2,1,32.0,1,0,26.0,B96 B98,2
544,0,1,1,50.0,1,0,106.425,C86,0
545,0,1,1,64.0,0,0,26.0,B96 B98,2
546,1,2,0,19.0,1,0,26.0,B96 B98,2
547,1,2,1,29.69911764705882,0,0,13.8625,B96 B98,0
548,0,3,1,33.0,1,1,20.525,B96 B98,2
549,1,2,1,8.0,1,1,36.75,B96 B98,2
550,1,1,1,17.0,0,2,110.8833,C70,0
551,0,2,1,27.0,0,0,26.0,B96 B98,2
552,0,3,1,29.69911764705882,0,0,7.8292,B96 B98,1
553,1,3,1,22.0,0,0,7.225,B96 B98,0
554,1,3,0,22.0,0,0,7.775,B96 B98,2
555,0,1,1,62.0,0,0,26.55,B96 B98,2
556,1,1,0,48.0,1,0,39.6,A16,0
557,0,1,1,29.69911764705882,0,0,227.525,B96 B98,0
558,1,1,0,39.0,1,1,79.65,E67,2
559,1,3,0,36.0,1,0,17.4,B96 B98,2
560,0,3,1,29.69911764705882,0,0,7.75,B96 B98,1
561,0,3,1,40.0,0,0,7.8958,B96 B98,2
562,0,2,1,28.0,0,0,13.5,B96 B98,2
563,0,3,1,29.69911764705882,0,0,8.05,B96 B98,2
564,0,3,0,29.69911764705882,0,0,8.05,B96 B98,2
565,0,3,1,24.0,2,0,24.15,B96 B98,2
566,0,3,1,19.0,0,0,7.8958,B96 B98,2
567,0,3,0,29.0,0,4,21.075,B96 B98,2
568,0,3,1,29.69911764705882,0,0,7.2292,B96 B98,0
569,1,3,1,32.0,0,0,7.8542,B96 B98,2
570,1,2,1,62.0,0,0,10.5,B96 B98,2
571,1,1,0,53.0,2,0,51.4792,C101,2
572,1,1,1,36.0,0,0,26.3875,E25,2
573,1,3,0,29.69911764705882,0,0,7.75,B96 B98,1
574,0,3,1,16.0,0,0,8.05,B96 B98,2
575,0,3,1,19.0,0,0,14.5,B96 B98,2
576,1,2,0,34.0,0,0,13.0,B96 B98,2
577,1,1,0,39.0,1,0,55.9,E44,2
578,0,3,0,29.69911764705882,1,0,14.4583,B96 B98,0
579,1,3,1,32.0,0,0,7.925,B96 B98,2
580,1,2,0,25.0,1,1,30.0,B96 B98,2
581,1,1,0,39.0,1,1,110.8833,C68,0
582,0,2,1,54.0,0,0,26.0,B96 B98,2
583,0,1,1,36.0,0,0,40.125,A10,0
584,0,3,1,29.69911764705882,0,0,8.7125,B96 B98,0
585,1,1,0,18.0,0,2,79.65,E68,2
586,0,2,1,47.0,0,0,15.0,B96 B98,2
587,1,1,1,60.0,1,1,79.2,B41,0
588,0,3,1,22.0,0,0,8.05,B96 B98,2
589,0,3,1,29.69911764705882,0,0,8.05,B96 B98,2
590,0,3,1,35.0,0,0,7.125,B96 B98,2
591,1,1,0,52.0,1,0,78.2667,D20,0
592,0,3,1,47.0,0,0,7.25,B96 B98,2
593,0,3,0,29.69911764705882,0,2,7.75,B96 B98,1
594,0,2,1,37.0,1,0,26.0,B96 B98,2
595,0,3,1,36.0,1,1,24.15,B96 B98,2
596,1,2,0,29.69911764705882,0,0,33.0,B96 B98,2
597,0,3,1,49.0,0,0,0.0,B96 B98,2
598,0,3,1,29.69911764705882,0,0,7.225,B96 B98,0
599,1,1,1,49.0,1,0,56.9292,A20,0
600,1,2,0,24.0,2,1,27.0,B96 B98,2
601,0,3,1,29.69911764705882,0,0,7.8958,B96 B98,2
602,0,1,1,29.69911764705882,0,0,42.4,B96 B98,2
603,0,3,1,44.0,0,0,8.05,B96 B98,2
604,1,1,1,35.0,0,0,26.55,B96 B98,0
605,0,3,1,36.0,1,0,15.55,B96 B98,2
606,0,3,1,30.0,0,0,7.8958,B96 B98,2
607,1,1,1,27.0,0,0,30.5,B96 B98,2
608,1,2,0,22.0,1,2,41.5792,B96 B98,0
609,1,1,0,40.0,0,0,153.4625,C125,2
610,0,3,0,39.0,1,5,31.275,B96 B98,2
611,0,3,1,29.69911764705882,0,0,7.05,B96 B98,2
612,1,3,0,29.69911764705882,1,0,15.5,B96 B98,1
613,0,3,1,29.69911764705882,0,0,7.75,B96 B98,1
614,0,3,1,35.0,0,0,8.05,B96 B98,2
615,1,2,0,24.0,1,2,65.0,B96 B98,2
616,0,3,1,34.0,1,1,14.4,B96 B98,2
617,0,3,0,26.0,1,0,16.1,B96 B98,2
618,1,2,0,4.0,2,1,39.0,F4,2
619,0,2,1,26.0,0,0,10.5,B96 B98,2
620,0,3,1,27.0,1,0,14.4542,B96 B98,0
621,1,1,1,42.0,1,0,52.5542,D19,2
622,1,3,1,20.0,1,1,15.7417,B96 B98,0
623,0,3,1,21.0,0,0,7.8542,B96 B98,2
624,0,3,1,21.0,0,0,16.1,B96 B98,2
625,0,1,1,61.0,0,0,32.3208,D50,2
626,0,2,1,57.0,0,0,12.35,B96 B98,1
627,1,1,0,21.0,0,0,77.9583,D9,2
628,0,3,1,26.0,0,0,7.8958,B96 B98,2
629,0,3,1,29.69911764705882,0,0,7.7333,B96 B98,1
630,1,1,1,80.0,0,0,30.0,A23,2
631,0,3,1,51.0,0,0,7.0542,B96 B98,2
632,1,1,1,32.0,0,0,30.5,B50,0
633,0,1,1,29.69911764705882,0,0,0.0,B96 B98,2
634,0,3,0,9.0,3,2,27.9,B96 B98,2
635,1,2,0,28.0,0,0,13.0,B96 B98,2
636,0,3,1,32.0,0,0,7.925,B96 B98,2
637,0,2,1,31.0,1,1,26.25,B96 B98,2
638,0,3,0,41.0,0,5,39.6875,B96 B98,2
639,0,3,1,29.69911764705882,1,0,16.1,B96 B98,2
640,0,3,1,20.0,0,0,7.8542,B96 B98,2
641,1,1,0,24.0,0,0,69.3,B35,0
642,0,3,0,2.0,3,2,27.9,B96 B98,2
643,1,3,1,29.69911764705882,0,0,56.4958,B96 B98,2
644,1,3,0,0.75,2,1,19.2583,B96 B98,0
645,1,1,1,48.0,1,0,76.7292,D33,0
646,0,3,1,19.0,0,0,7.8958,B96 B98,2
647,1,1,1,56.0,0,0,35.5,A26,0
648,0,3,1,29.69911764705882,0,0,7.55,B96 B98,2
649,1,3,0,23.0,0,0,7.55,B96 B98,2
650,0,3,1,29.69911764705882,0,0,7.8958,B96 B98,2
651,1,2,0,18.0,0,1,23.0,B96 B98,2
652,0,3,1,21.0,0,0,8.4333,B96 B98,2
653,1,3,0,29.69911764705882,0,0,7.8292,B96 B98,1
654,0,3,0,18.0,0,0,6.75,B96 B98,1
655,0,2,1,24.0,2,0,73.5,B96 B98,2
656,0,3,1,29.69911764705882,0,0,7.8958,B96 B98,2
657,0,3,0,32.0,1,1,15.5,B96 B98,1
658,0,2,1,23.0,0,0,13.0,B96 B98,2
659,0,1,1,58.0,0,2,113.275,D48,0
660,1,1,1,50.0,2,0,133.65,B96 B98,2
661,0,3,1,40.0,0,0,7.225,B96 B98,0
662,0,1,1,47.0,0,0,25.5875,E58,2
663,0,3,1,36.0,0,0,7.4958,B96 B98,2
664,1,3,1,20.0,1,0,7.925,B96 B98,2
665,0,2,1,32.0,2,0,73.5,B96 B98,2
666,0,2,1,25.0,0,0,13.0,B96 B98,2
667,0,3,1,29.69911764705882,0,0,7.775,B96 B98,2
668,0,3,1,43.0,0,0,8.05,B96 B98,2
669,1,1,0,29.69911764705882,1,0,52.0,C126,2
670,1,2,0,40.0,1,1,39.0,B96 B98,2
671,0,1,1,31.0,1,0,52.0,B71,2
672,0,2,1,70.0,0,0,10.5,B96 B98,2
673,1,2,1,31.0,0,0,13.0,B96 B98,2
674,0,2,1,29.69911764705882,0,0,0.0,B96 B98,2
675,0,3,1,18.0,0,0,7.775,B96 B98,2
676,0,3,1,24.5,0,0,8.05,B96 B98,2
677,1,3,0,18.0,0,0,9.8417,B96 B98,2
678,0,3,0,43.0,1,6,46.9,B96 B98,2
679,1,1,1,36.0,0,1,512.3292,B51 B53 B55,0
680,0,3,0,29.69911764705882,0,0,8.1375,B96 B98,1
681,1,1,1,27.0,0,0,76.7292,D49,0
682,0,3,1,20.0,0,0,9.225,B96 B98,2
683,0,3,1,14.0,5,2,46.9,B96 B98,2
684,0,2,1,60.0,1,1,39.0,B96 B98,2
685,0,2,1,25.0,1,2,41.5792,B96 B98,0
686,0,3,1,14.0,4,1,39.6875,B96 B98,2
687,0,3,1,19.0,0,0,10.1708,B96 B98,2
688,0,3,1,18.0,0,0,7.7958,B96 B98,2
689,1,1,0,15.0,0,1,211.3375,B5,2
690,1,1,1,31.0,1,0,57.0,B20,2
691,1,3,0,4.0,0,1,13.4167,B96 B98,0
692,1,3,1,29.69911764705882,0,0,56.4958,B96 B98,2
693,0,3,1,25.0,0,0,7.225,B96 B98,0
694,0,1,1,60.0,0,0,26.55,B96 B98,2
695,0,2,1,52.0,0,0,13.5,B96 B98,2
696,0,3,1,44.0,0,0,8.05,B96 B98,2
697,1,3,0,29.69911764705882,0,0,7.7333,B96 B98,1
698,0,1,1,49.0,1,1,110.8833,C68,0
699,0,3,1,42.0,0,0,7.65,F G63,2
700,1,1,0,18.0,1,0,227.525,C62 C64,0
701,1,1,1,35.0,0,0,26.2875,E24,2
702,0,3,0,18.0,0,1,14.4542,B96 B98,0
703,0,3,1,25.0,0,0,7.7417,B96 B98,1
704,0,3,1,26.0,1,0,7.8542,B96 B98,2
705,0,2,1,39.0,0,0,26.0,B96 B98,2
706,1,2,0,45.0,0,0,13.5,B96 B98,2
707,1,1,1,42.0,0,0,26.2875,E24,2
708,1,1,0,22.0,0,0,151.55,B96 B98,2
709,1,3,1,29.69911764705882,1,1,15.2458,B96 B98,0
710,1,1,0,24.0,0,0,49.5042,C90,0
711,0,1,1,29.69911764705882,0,0,26.55,C124,2
712,1,1,1,48.0,1,0,52.0,C126,2
713,0,3,1,29.0,0,0,9.4833,B96 B98,2
714,0,2,1,52.0,0,0,13.0,B96 B98,2
715,0,3,1,19.0,0,0,7.65,F G73,2
716,1,1,0,38.0,0,0,227.525,C45,0
717,1,2,0,27.0,0,0,10.5,E101,2
718,0,3,1,29.69911764705882,0,0,15.5,B96 B98,1
719,0,3,1,33.0,0,0,7.775,B96 B98,2
720,1,2,0,6.0,0,1,33.0,B96 B98,2
721,0,3,1,17.0,1,0,7.0542,B96 B98,2
722,0,2,1,34.0,0,0,13.0,B96 B98,2
723,0,2,1,50.0,0,0,13.0,B96 B98,2
724,1,1,1,27.0,1,0,53.1,E8,2
725,0,3,1,20.0,0,0,8.6625,B96 B98,2
726,1,2,0,30.0,3,0,21.0,B96 B98,2
727,1,3,0,29.69911764705882,0,0,7.7375,B96 B98,1
728,0,2,1,25.0,1,0,26.0,B96 B98,2
729,0,3,0,25.0,1,0,7.925,B96 B98,2
730,1,1,0,29.0,0,0,211.3375,B5,2
731,0,3,1,11.0,0,0,18.7875,B96 B98,0
732,0,2,1,29.69911764705882,0,0,0.0,B96 B98,2
733,0,2,1,23.0,0,0,13.0,B96 B98,2
734,0,2,1,23.0,0,0,13.0,B96 B98,2
735,0,3,1,28.5,0,0,16.1,B96 B98,2
736,0,3,0,48.0,1,3,34.375,B96 B98,2
737,1,1,1,35.0,0,0,512.3292,B101,0
738,0,3,1,29.69911764705882,0,0,7.8958,B96 B98,2
739,0,3,1,29.69911764705882,0,0,7.8958,B96 B98,2
740,1,1,1,29.69911764705882,0,0,30.0,D45,2
741,0,1,1,36.0,1,0,78.85,C46,2
742,1,1,0,21.0,2,2,262.375,B57 B59 B63 B66,0
743,0,3,1,24.0,1,0,16.1,B96 B98,2
744,1,3,1,31.0,0,0,7.925,B96 B98,2
745,0,1,1,70.0,1,1,71.0,B22,2
746,0,3,1,16.0,1,1,20.25,B96 B98,2
747,1,2,0,30.0,0,0,13.0,B96 B98,2
748,0,1,1,19.0,1,0,53.1,D30,2
749,0,3,1,31.0,0,0,7.75,B96 B98,1
750,1,2,0,4.0,1,1,23.0,B96 B98,2
751,1,3,1,6.0,0,1,12.475,E121,2
752,0,3,1,33.0,0,0,9.5,B96 B98,2
753,0,3,1,23.0,0,0,7.8958,B96 B98,2
754,1,2,0,48.0,1,2,65.0,B96 B98,2
755,1,2,1,0.67,1,1,14.5,B96 B98,2
756,0,3,1,28.0,0,0,7.7958,B96 B98,2
757,0,2,1,18.0,0,0,11.5,B96 B98,2
758,0,3,1,34.0,0,0,8.05,B96 B98,2
759,1,1,0,33.0,0,0,86.5,B77,2
760,0,3,1,29.69911764705882,0,0,14.5,B96 B98,2
761,0,3,1,41.0,0,0,7.125,B96 B98,2
762,1,3,1,20.0,0,0,7.2292,B96 B98,0
763,1,1,0,36.0,1,2,120.0,B96 B98,2
764,0,3,1,16.0,0,0,7.775,B96 B98,2
765,1,1,0,51.0,1,0,77.9583,D11,2
766,0,1,1,29.69911764705882,0,0,39.6,B96 B98,0
767,0,3,0,30.5,0,0,7.75,B96 B98,1
768,0,3,1,29.69911764705882,1,0,24.15,B96 B98,1
769,0,3,1,32.0,0,0,8.3625,B96 B98,2
770,0,3,1,24.0,0,0,9.5,B96 B98,2
771,0,3,1,48.0,0,0,7.8542,B96 B98,2
772,0,2,0,57.0,0,0,10.5,E77,2
773,0,3,1,29.69911764705882,0,0,7.225,B96 B98,0
774,1,2,0,54.0,1,3,23.0,B96 B98,2
775,0,3,1,18.0,0,0,7.75,B96 B98,2
776,0,3,1,29.69911764705882,0,0,7.75,F38,1
777,1,3,0,5.0,0,0,12.475,B96 B98,2
778,0,3,1,29.69911764705882,0,0,7.7375,B96 B98,1
779,1,1,0,43.0,0,1,211.3375,B3,2
780,1,3,0,13.0,0,0,7.2292,B96 B98,0
781,1,1,0,17.0,1,0,57.0,B20,2
782,0,1,1,29.0,0,0,30.0,D6,2
783,0,3,1,29.69911764705882,1,2,23.45,B96 B98,2
784,0,3,1,25.0,0,0,7.05,B96 B98,2
785,0,3,1,25.0,0,0,7.25,B96 B98,2
786,1,3,0,18.0,0,0,7.4958,B96 B98,2
787,0,3,1,8.0,4,1,29.125,B96 B98,1
788,1,3,1,1.0,1,2,20.575,B96 B98,2
789,0,1,1,46.0,0,0,79.2,B82 B84,0
790,0,3,1,29.69911764705882,0,0,7.75,B96 B98,1
791,0,2,1,16.0,0,0,26.0,B96 B98,2
792,0,3,0,29.69911764705882,8,2,69.55,B96 B98,2
793,0,1,1,29.69911764705882,0,0,30.6958,B96 B98,0
794,0,3,1,25.0,0,0,7.8958,B96 B98,2
795,0,2,1,39.0,0,0,13.0,B96 B98,2
796,1,1,0,49.0,0,0,25.9292,D17,2
797,1,3,0,31.0,0,0,8.6833,B96 B98,2
798,0,3,1,30.0,0,0,7.2292,B96 B98,0
799,0,3,0,30.0,1,1,24.15,B96 B98,2
800,0,2,1,34.0,0,0,13.0,B96 B98,2
801,1,2,0,31.0,1,1,26.25,B96 B98,2
802,1,1,1,11.0,1,2,120.0,B96 B98,2
803,1,3,1,0.42,0,1,8.5167,B96 B98,0
804,1,3,1,27.0,0,0,6.975,B96 B98,2
805,0,3,1,31.0,0,0,7.775,B96 B98,2
806,0,1,1,39.0,0,0,0.0,A36,2
807,0,3,0,18.0,0,0,7.775,B96 B98,2
808,0,2,1,39.0,0,0,13.0,B96 B98,2
809,1,1,0,33.0,1,0,53.1,E8,2
810,0,3,1,26.0,0,0,7.8875,B96 B98,2
811,0,3,1,39.0,0,0,24.15,B96 B98,2
812,0,2,1,35.0,0,0,10.5,B96 B98,2
813,0,3,0,6.0,4,2,31.275,B96 B98,2
814,0,3,1,30.5,0,0,8.05,B96 B98,2
815,0,1,1,29.69911764705882,0,0,0.0,B102,2
816,0,3,0,23.0,0,0,7.925,B96 B98,2
817,0,2,1,31.0,1,1,37.0042,B96 B98,0
818,0,3,1,43.0,0,0,6.45,B96 B98,2
819,0,3,1,10.0,3,2,27.9,B96 B98,2
820,1,1,0,52.0,1,1,93.5,B69,2
821,1,3,1,27.0,0,0,8.6625,B96 B98,2
822,0,1,1,38.0,0,0,0.0,B96 B98,2
823,1,3,0,27.0,0,1,12.475,E121,2
824,0,3,1,2.0,4,1,39.6875,B96 B98,2
825,0,3,1,29.69911764705882,0,0,6.95,B96 B98,1
826,0,3,1,29.69911764705882,0,0,56.4958,B96 B98,2
827,1,2,1,1.0,0,2,37.0042,B96 B98,0
828,1,3,1,29.69911764705882,0,0,7.75,B96 B98,1
829,1,1,0,62.0,0,0,80.0,B28,2
830,1,3,0,15.0,1,0,14.4542,B96 B98,0
831,1,2,1,0.83,1,1,18.75,B96 B98,2
832,0,3,1,29.69911764705882,0,0,7.2292,B96 B98,0
833,0,3,1,23.0,0,0,7.8542,B96 B98,2
834,0,3,1,18.0,0,0,8.3,B96 B98,2
835,1,1,0,39.0,1,1,83.1583,E49,0
836,0,3,1,21.0,0,0,8.6625,B96 B98,2
837,0,3,1,29.69911764705882,0,0,8.05,B96 B98,2
838,1,3,1,32.0,0,0,56.4958,B96 B98,2
839,1,1,1,29.69911764705882,0,0,29.7,C47,0
840,0,3,1,20.0,0,0,7.925,B96 B98,2
841,0,2,1,16.0,0,0,10.5,B96 B98,2
842,1,1,0,30.0,0,0,31.0,B96 B98,0
843,0,3,1,34.5,0,0,6.4375,B96 B98,0
844,0,3,1,17.0,0,0,8.6625,B96 B98,2
845,0,3,1,42.0,0,0,7.55,B96 B98,2
846,0,3,1,29.69911764705882,8,2,69.55,B96 B98,2
847,0,3,1,35.0,0,0,7.8958,B96 B98,0
848,0,2,1,28.0,0,1,33.0,B96 B98,2
849,1,1,0,29.69911764705882,1,0,89.1042,C92,0
850,0,3,1,4.0,4,2,31.275,B96 B98,2
851,0,3,1,74.0,0,0,7.775,B96 B98,2
852,0,3,0,9.0,1,1,15.2458,B96 B98,0
853,1,1,0,16.0,0,1,39.4,D28,2
854,0,2,0,44.0,1,0,26.0,B96 B98,2
855,1,3,0,18.0,0,1,9.35,B96 B98,2
856,1,1,0,45.0,1,1,164.8667,B96 B98,2
857,1,1,1,51.0,0,0,26.55,E17,2
858,1,3,0,24.0,0,3,19.2583,B96 B98,0
859,0,3,1,29.69911764705882,0,0,7.2292,B96 B98,0
860,0,3,1,41.0,2,0,14.1083,B96 B98,2
861,0,2,1,21.0,1,0,11.5,B96 B98,2
862,1,1,0,48.0,0,0,25.9292,D17,2
863,0,3,0,29.69911764705882,8,2,69.55,B96 B98,2
864,0,2,1,24.0,0,0,13.0,B96 B98,2
865,1,2,0,42.0,0,0,13.0,B96 B98,2
866,1,2,0,27.0,1,0,13.8583,B96 B98,0
867,0,1,1,31.0,0,0,50.4958,A24,2
868,0,3,1,29.69911764705882,0,0,9.5,B96 B98,2
869,1,3,1,4.0,1,1,11.1333,B96 B98,2
870,0,3,1,26.0,0,0,7.8958,B96 B98,2
871,1,1,0,47.0,1,1,52.5542,D35,2
872,0,1,1,33.0,0,0,5.0,B51 B53 B55,2
873,0,3,1,47.0,0,0,9.0,B96 B98,2
874,1,2,0,28.0,1,0,24.0,B96 B98,0
875,1,3,0,15.0,0,0,7.225,B96 B98,0
876,0,3,1,20.0,0,0,9.8458,B96 B98,2
877,0,3,1,19.0,0,0,7.8958,B96 B98,2
878,0,3,1,29.69911764705882,0,0,7.8958,B96 B98,2
879,1,1,0,56.0,0,1,83.1583,C50,0
880,1,2,0,25.0,0,1,26.0,B96 B98,2
881,0,3,1,33.0,0,0,7.8958,B96 B98,2
882,0,3,0,22.0,0,0,10.5167,B96 B98,2
883,0,2,1,28.0,0,0,10.5,B96 B98,2
884,0,3,1,25.0,0,0,7.05,B96 B98,2
885,0,3,0,39.0,0,5,29.125,B96 B98,1
886,0,2,1,27.0,0,0,13.0,B96 B98,2
887,1,1,0,19.0,0,0,30.0,B42,2
888,0,3,0,29.69911764705882,1,2,23.45,B96 B98,2
889,1,1,1,26.0,0,0,30.0,C148,0
890,0,3,1,32.0,0,0,7.75,B96 B98,1
